ID,CU,G,ED,EC,E,M1,M2,M3,M4,M5,M6,D1,D2,D3,D4,D5,D6,P1,P2,P3,P4,P5,P6,SP
12853,33000,M,1,Soltero,33,0,0,0,0,0,0,22344.5,12209.6,12596.9,12704.4,12702.7,12994.5,500.5,600,361.4,400,400,400,No
12854,50000,M,1,Casado,47,-1,2,-1,0,0,-1,723.3,232.1,1826.1,1645.6,1122.5,3677,0,1826.1,0,0,4027,0,No
12855,50000,F,2,Casado,28,-2,-2,-2,-1,0,0,6776.3,4774.6,2814.8,2437.7,1542.1,1123.9,224.4,462.5,2444.8,202.8,200.9,171,No
12856,46000,F,1,Casado,54,-1,-1,-1,-1,-1,-1,762.3,948.3,1851.1,8087.7,4536.9,5678.9,949.5,1851.3,8087.7,4536.9,5678.9,1754,No
12857,12000,F,1,Soltero,27,-1,2,-1,0,-1,-1,655.3,275.2,1083.4,201.6,358.9,156.9,0,1083.4,28,358.9,156.9,252.7,No
12858,13000,F,2,Casado,45,2,-1,-1,-1,-1,-1,99,99,99,99,113,99,99,99,99,113,100,988,No
12859,2000,M,1,Soltero,22,-1,0,0,0,0,0,726.8,1294.6,881.1,963.8,1174,1104.7,1150,607.4,900,500,604.7,100,No
12860,17000,M,1,Casado,41,0,0,0,0,0,0,14994.1,6891.2,7274.1,7614.9,8447.4,9240,320,600,500,1000,1000,78,No
12861,5000,F,1,Casado,29,0,0,0,0,0,0,4830.5,4972.6,5038.9,3041,3036.4,3006.3,250,210.9,110,110,110,110,No
12862,5000,M,2,Casado,36,-1,0,0,0,0,0,358,459.7,575.7,586.9,583.8,597.1,108.4,124.4,35.6,21.2,23,20.5,Si
12863,5000,M,3,Casado,43,0,0,0,0,0,0,1711.3,1775.1,1833.2,1830.1,1863.9,1851.6,130.3,127.4,63.3,100,72.4,100,No
12864,22000,F,1,Soltero,36,0,0,2,0,0,0,1304.3,411.1,152.2,519.8,397.4,-3.8,219,0.1,398,2,0,776.2,No
12865,26000,F,3,Soltero,38,0,0,0,0,0,0,3084.5,2039.5,1790.2,1825.8,1864,1895.6,127.5,127.9,63.5,65.7,66.9,66.8,No
12866,50000,F,1,Casado,54,0,0,0,0,0,0,42884.1,43287.1,43685.8,43294.5,33841.7,31843.6,1570.3,1200,1523.6,9836.3,1100,900,No
12867,2000,F,2,Soltero,25,0,0,0,0,0,0,2019.5,1963.8,1719.8,1425.3,1847.5,1387.8,137.6,112.1,46,600,62.4,200,No
12868,2000,M,3,Soltero,40,0,0,2,0,0,-2,594.5,818.4,783.9,799.9,0,0,234.5,0,16,0,0,0,Si
12869,8000,M,2,Soltero,25,0,0,0,0,0,-1,4511.3,2679.6,1910,1460,900,200,145.6,120,0,0,200,550,No
12870,50000,M,2,Casado,35,-2,-2,-2,-2,-2,-2,229.5,138.4,138.4,138.4,559,454.2,138.4,138.4,138.4,559,454.2,100,No
12871,16000,M,1,Soltero,27,-1,-1,-2,-2,-2,-2,16.5,0,0,0,0,0,0,0,0,0,0,0,Si
12872,20000,M,2,Soltero,27,0,-1,-1,-1,-2,-2,793.4,1614,904.3,-113.6,-113.6,-113.6,1614,100,0,0,0,0,No
12873,5000,F,1,Casado,34,0,0,0,0,0,0,4298,4401.5,4528.4,4618.6,4744,4845.3,173.1,200,165.5,200,180,200,No
12874,2000,M,2,Soltero,25,0,0,0,0,0,0,1979.1,1959.1,1578.8,1491.1,1169.9,1222.4,191.7,100,100,100,106.8,0,Si
12875,17000,F,2,Casado,38,0,0,0,0,0,0,14651.8,14295.4,13437.2,8455.8,8653.8,8829.9,703.1,602.6,320,350,320,400,No
12876,1000,M,1,Soltero,23,-1,2,-1,-1,-1,-2,78,39,39,78,0,0,0,39,78,0,0,0,Si
12877,2000,F,3,Soltero,28,1,3,6,5,4,3,1910.9,2378.8,2315.4,2252,2159.6,2096.2,500,0,0,0,0,0,Si
12878,15000,F,2,Soltero,29,-1,-1,2,0,0,2,250.1,684.5,459.2,861.7,219,136.9,440,0,402.5,40.7,0,184.5,No
12879,47000,F,1,Casado,47,0,0,0,0,0,2,44705.7,45007,45109,44223.7,45092.4,42823.9,1760,1740,1536,3100,0,2890,No
12880,20000,F,1,Casado,32,0,0,0,0,0,-1,3615.4,2388.5,2471.8,2521.3,6812.6,963.6,921.6,701.3,1500,1000,1000,1000,No
12881,13000,F,1,Soltero,27,0,0,0,0,0,-1,2686.8,2842.9,2971,3431,2190,78,200,200,500,43.8,78,0,No
12882,7000,F,3,Soltero,40,0,0,2,0,0,0,1292.4,1461.5,1469.2,1478.4,1517.5,1636,260,100,100,100,200,200,No
12883,27000,F,2,Casado,34,0,0,0,0,0,0,16000.6,16333.8,16667.2,17000,17354.7,17701.3,542,553.2,557.2,576.3,580.4,599.6,No
12884,15000,M,3,Soltero,27,-1,-1,2,0,0,0,5738.6,5853.1,5654.4,4815.3,4928.8,3687.2,500,42.2,200,204.1,203.9,75.1,Si
12885,24000,F,1,Casado,41,1,2,0,0,0,-2,882.7,699.3,709.4,322.7,-1.8,-1.8,0,120,0,0,0,0,No
12886,10000,F,2,Casado,60,-2,-1,-1,-1,-1,-1,0,19.8,19.8,32.4,17.1,0,19.8,19.8,32.4,17.1,0,14.4,No
12887,20000,M,1,Casado,40,-1,-1,-1,-1,-1,-1,675,450.1,636,262,590,3708.4,500.7,709.6,262,600,1770.3,491.4,Si
12888,22000,M,1,Soltero,33,0,0,0,0,0,0,2270.8,2433,2591.8,2747.9,2887.7,3023.7,200,200,200,200,200,200,No
12889,7000,M,3,Casado,69,1,2,0,0,0,0,1157.2,1109.5,1210.9,1290.5,1468.3,1543.5,0,120.4,100,200,100,150,Si
12890,26000,M,2,Soltero,44,0,0,0,0,0,0,9917.6,6349.7,5152.4,5268.1,5385.2,5596.7,225.9,200,200,200,300,168.1,No
12891,18000,F,1,Soltero,29,0,0,0,0,0,0,13479.7,13404.1,13229.5,13016.6,12915.8,12796.3,500,460,460,470,497.2,500,No
12892,21000,F,3,Soltero,35,-2,-2,-2,-2,-2,-2,198.3,-1.7,900,790.5,143.4,100.8,0,901.7,790.5,143.4,100.8,66,No
12893,13000,F,2,Casado,36,1,2,0,0,0,0,9846.9,9605.4,9791,9674.4,9744.4,9563,0,440,400,350,360,1000,No
12894,32000,F,2,Casado,39,0,0,0,0,0,0,14744,13793.8,13181.6,12076.1,12037.5,12089.7,500.9,612.5,400.1,401.3,500,401.5,No
12895,3000,F,2,Soltero,27,2,-1,0,0,-1,-1,147.3,299.8,294.6,147.3,147.3,2805.8,299.8,147.3,0,147.3,2805.8,110,Si
12896,5000,F,2,Soltero,25,0,0,0,0,0,0,5048.5,5039.7,4916.7,4507.7,3681.5,3820.3,200,304.5,166,150,200,1000,No
12897,38000,F,2,Soltero,27,0,0,-1,0,0,0,440,0,27021.9,364.1,371.7,379.1,0,27021.9,13.1,13.5,13.6,7.6,No
12898,2000,F,2,Soltero,22,2,0,0,0,3,2,664.3,787.2,907.7,1098.9,1052.9,1021.3,150,150,222.5,0,0,20.2,Si
12899,5000,M,2,Soltero,31,2,0,0,0,-1,-1,4980.4,2866.2,2947.6,401.1,100,0,200,150,100,100,0,0,No
12900,14000,F,1,Soltero,28,-1,-1,-1,-1,-2,-2,848.3,952.6,3378.8,-1.8,-1.8,-1.8,953.2,3378.8,0,0,0,0,No
12901,15000,F,3,Casado,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,Si
12902,37000,M,1,Soltero,36,0,0,0,0,0,0,29767.8,30645.5,30773.4,22597.4,23172,22273.3,1203.3,1201.5,703.5,1503.7,706.6,800,Si
12903,10000,F,1,Casado,41,0,-1,-1,-1,0,-1,9683.2,259,-1192.5,2128.9,1723.6,123.8,259.2,1.2,3852.5,0,123.8,0,No
12904,10000,M,3,Soltero,27,0,0,0,0,0,0,9874.6,9911.8,6614.7,6469.1,4933.2,5036.6,414.6,255.6,280.2,178.6,185,200,No
12905,5000,M,2,Casado,29,3,2,2,0,0,0,3275,3353.2,3259.7,1957.6,1903.4,1952.5,160,0.7,90,70,80,80,Si
12906,40000,F,1,Soltero,33,-1,2,-1,-1,-1,-1,56.5,56.5,1147.1,177.9,0,347,0,1149.5,177.9,0,347,2409.6,No
12907,25000,F,1,Casado,43,-2,-2,-2,-2,-2,-2,3420,0,11080.1,0,1880.5,0,0,11080.1,0,1880.5,0,0,No
12908,15000,F,3,Casado,45,1,-1,0,0,0,0,-14.1,1098.7,1273.3,690.8,671.3,804.8,1125.4,200,122.5,124.4,144.7,700,No
12909,12000,M,3,Soltero,37,2,2,2,2,2,2,11768.1,11951.3,12099,12179.5,11332.8,12061.5,520,500,420,0,920,0,Si
12910,26000,F,1,Soltero,31,0,0,0,0,0,0,11727.1,12144.2,12180.5,12759.4,11014.6,11236.4,700,415,800,400,400,500,No
12911,9000,F,2,Soltero,23,0,0,0,0,0,0,8055.1,1106.6,240.8,5716.7,5770,5881.7,202.8,100.7,5711.3,209.2,240,180,No
12912,13000,M,1,Casado,39,2,-1,-1,-1,-1,-1,39,39,39,106.8,316.9,39,39,39,106.8,316.9,39,39,No
12913,5000,F,2,Soltero,29,1,2,2,2,0,0,4637.6,4535.4,4908.6,4802.7,4903.7,4803.2,0,450,0,175.1,173.6,297.1,Si
12914,12000,F,2,Casado,29,1,2,0,0,0,0,12641.2,12081.2,12189.5,12120.8,12167.8,12206.7,0,460,451.2,460,460,520,Si
12915,14000,M,3,Soltero,33,-1,-1,-1,-1,-1,-1,47.3,-2.7,378.8,0,938.6,72.2,0,381.5,0,938.6,72.2,146.8,No
12916,17000,F,1,Soltero,34,0,0,0,0,0,0,17209.5,16091.4,10302.1,9921.9,9917.9,9990.2,631.7,363.2,349.4,362,380,400,No
12917,33000,F,3,Soltero,31,-1,-1,-1,-1,-1,-1,548,3063,635,603.3,220.5,0,3063,635,603.3,564.9,0,17.3,No
12918,21000,M,2,Casado,33,-2,-2,-1,-1,-1,-1,0,0,10666.9,1333.3,1278,1847.2,0,10666.9,1333.3,1278,1913.6,1866,Si
12919,30000,M,1,Casado,39,0,0,2,-1,-1,2,2745.9,3440.5,328.3,396.1,2430.6,2264.4,800,0,396.1,2430.6,0,765.1,Si
12920,13000,F,2,Casado,39,0,0,0,0,0,0,9379.7,9152.3,8833.1,8119.2,7877.4,7711.7,333.9,289.2,273.3,275.2,315.9,300,No
12921,36000,F,1,Soltero,29,0,0,0,0,0,0,2737,2075,1489.8,752.4,752.4,0,132.8,200,15,0,0,0,No
12922,15000,M,2,Soltero,26,2,2,0,0,0,0,3759.4,3043.2,2034.6,1944.7,842,863.1,0,115,66.4,50,50,100,No
12923,9000,F,2,Soltero,33,2,2,0,0,2,2,6136.7,5981.4,6181.6,6518,6397.9,6373.3,0,300,501,0,500,0,Si
12924,26000,F,1,Casado,61,1,-2,-2,-2,-2,-2,-55.1,1644.9,-2032,-2032,-2032,-2032,1700,263.1,0,0,0,0,No
12925,3000,F,3,Casado,21,4,3,2,0,0,0,3217.9,3139.7,3035.8,2975.8,2975.8,2303.6,0,0,0,0,100,0,Si
12926,8000,F,2,Casado,45,0,0,0,0,0,0,7955.2,8139.2,8096.6,7929.5,8114.2,8067.2,313,310.7,284.7,313.4,307.2,301,No
12927,50000,F,1,Casado,33,-2,-2,-2,-2,-2,-2,36.3,208.9,482.2,4874.1,9297.8,0,208.9,482.2,4874.1,9297.8,0,3903.7,No
12928,2000,F,2,Casado,33,0,0,0,0,0,-2,1386.4,1453.4,966.2,809.1,0,0,124.2,102,200,0,0,0,No
12929,6000,M,3,Soltero,36,0,0,0,0,0,0,3436.4,3424.6,1326.6,1987.6,1927.4,1792.3,500,102.9,1950.7,100,35.8,304.5,No
12930,21000,M,2,Soltero,37,0,0,0,0,0,0,1563.7,1756,1676.5,1864.1,1865.4,1622.9,301.7,302.3,501.4,501.2,201.2,201,No
12931,5000,M,1,Soltero,24,0,0,2,2,2,2,2959.5,3179.8,3297.9,3215.2,3466.8,3396.1,300,200,0,320,0,160,Si
12932,35000,M,2,Soltero,32,0,0,0,0,0,0,22800.9,22045,19017.3,19264.9,19726.9,20136,900,870,700,760,780,850,No
12933,20000,M,2,Soltero,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
12934,28000,F,1,Soltero,28,0,0,0,0,0,-1,5143.9,4460.5,4542.6,3856.3,2966.9,2489.2,2000,1000,0,0,2489.2,10694.1,No
12935,23000,M,1,Casado,41,-2,-2,-2,-2,-2,-2,155.2,79.2,1927.2,117.2,117.2,224.6,79.2,1927.2,117.2,117.2,224.6,117.2,No
12936,20000,F,1,Casado,35,2,0,0,0,0,0,19544.1,19280.3,30499.7,18850.4,18952.7,19285.1,859.7,858.3,688,723.5,683.9,660,Si
12937,22000,F,1,Casado,32,1,2,2,2,2,2,20279.2,19815.7,21134,20961.2,21906.4,22267.2,0,1650.1,320,1300,750,0,No
12938,16000,F,2,Soltero,30,-1,-1,-1,-1,-1,-1,58.4,457.2,737.9,66.9,2138.1,20,457.2,737.9,66.9,2158.1,0,110,No
12939,20000,F,2,Soltero,29,0,0,0,0,0,0,18001.6,16667.8,12832.4,12833.4,13110.4,13376.2,607.3,610,500,500,500,510,No
12940,6000,F,2,Casado,45,0,-1,-1,0,0,0,5696.5,249.5,5789.9,3034.5,3024.4,2547.4,300,6100,300,300,300,900,No
12941,6000,F,3,Casado,33,0,0,0,0,0,0,5756.1,5776.6,4935.1,2854.9,2906.3,2886.3,210,300,150,150,110,110,No
12942,38000,M,1,Casado,36,-1,-1,-1,-1,-1,-1,2805.7,1426.6,2210.1,2403.8,4121.5,3501,1441.2,2221.1,2415.9,4141.7,3518.4,210.9,No
12943,24000,M,1,Casado,38,1,-2,-2,-2,-2,-1,0,0,0,0,0,69,0,0,0,0,69,0,No
12944,7000,F,2,Soltero,30,0,0,0,0,0,0,1975.8,896,994.9,1029.8,1051.1,976.4,116.2,115.1,50,51.3,42.4,19.5,No
12945,18000,F,3,Casado,33,-1,0,0,0,0,-1,17012.6,17124.7,15680.3,15934.2,1040,2065,595,713.3,736.9,60,2065,2165,No
12946,15000,F,2,Soltero,42,-1,-1,-1,-2,-1,-1,280,6756.8,0,0,667.4,0,6756.8,0,0,667.4,0,0,No
12947,14000,M,1,Soltero,34,2,2,2,2,2,2,12464,13103.2,13206.5,12930.7,13115.4,13447,990,470,80,401.2,980,0.1,Si
12948,20000,M,2,Soltero,25,0,0,0,0,0,0,10700.1,10861.9,11014.9,11033.3,8520.1,8480.9,500,500,500,300,500,1000,Si
12949,13000,F,1,Soltero,24,2,0,0,0,0,0,12687.4,12983.7,13133.2,9787.8,9959.4,9866.7,650,540,344.6,356.1,400,370,Si
12950,18000,F,2,Casado,30,0,0,0,0,0,0,474.7,422.1,906.5,501.6,593.1,682.6,120,500,100,100,100,200,No
12951,5000,F,2,Soltero,30,-1,-1,-1,-1,-1,-1,416.6,285.9,145.2,119,54.3,92,285.9,145.2,119,54.3,92,53.4,No
12952,8000,F,2,Soltero,24,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
12953,4000,F,2,Casado,23,2,3,2,2,2,0,3177.2,3098.3,3316.8,3352.7,3285.4,3394.7,0,300,120,0,164.1,136.2,No
12954,21000,F,1,Casado,36,-2,-2,-2,-2,-2,-2,16.7,0,0,0,0,0,0,0,0,0,0,0,No
12955,15000,F,1,Soltero,29,-1,-1,-1,0,-1,-1,56,29,54.9,20.4,1604.8,0,39,64.9,14.5,1604.8,0,0,No
12956,28000,F,1,Soltero,62,2,2,2,2,2,2,250,250,250,250,250,250,0,0,0,0,0,0,Si
12957,10000,M,2,Soltero,28,0,0,0,0,-2,-1,18076.5,6465.3,1038.8,376.2,143.4,1260.9,301.8,140,378.6,177.4,1271.4,3866.5,No
12958,10000,M,2,Casado,33,2,0,0,0,0,0,6639.3,6782.7,6920.2,7015.3,7146.8,7293,310,310,270,260,265,280,Si
12959,5000,M,3,Soltero,23,2,0,0,0,0,0,1174.4,1093.5,1166.4,1087.2,939.2,945.6,150.7,150,30,50,50,11.8,Si
12960,15000,F,3,Casado,25,0,0,0,0,0,0,2982.3,2596.8,2482.3,2290.8,1932.5,1285.4,163,700,500,300,25.7,4082.5,No
12961,2000,M,1,Soltero,40,0,0,0,0,0,0,2032.4,1850.9,2007.6,2003.5,1405.7,0,150,2000,90.9,100,0,0,No
12962,27000,F,1,Casado,50,-1,-1,-1,-1,-1,-1,136.3,0,609.8,350,732.4,946.6,0,609.8,350,732.4,946.6,229.6,No
12963,2000,F,2,Casado,28,2,-1,-1,-1,-1,-1,39,39,39,39,39,0,39,39,39,39,0,78,Si
12964,5000,F,1,Soltero,28,2,0,0,0,0,0,3401.8,3516.5,3607.6,3747.8,3817.3,3901.2,200,180,200,100,100,100,Si
12965,25000,M,2,Casado,53,0,0,2,0,0,0,17753.7,19801.7,19296.2,15613.4,16160.3,16663.1,2500,0,700,800,800,500,No
12966,8000,F,1,Soltero,33,0,0,0,0,0,0,6015.6,6030.9,3064,1591.7,3560.8,2347,502.7,300,300,2000,76.7,100,No
12967,40000,M,2,Casado,40,7,6,5,4,3,2,40536.6,39775.4,38990.3,38498.1,38186.3,35931.4,0,0,0,10.6,228.1,4261.7,Si
12968,5000,M,1,Soltero,35,1,2,0,0,0,0,2057.9,1994.8,1952.1,1924.7,1981.6,2001.5,0.4,200,80.7,100,100,68.1,No
12969,5000,F,2,Casado,53,-1,-1,-1,-1,-1,-1,706.1,222.9,1093.9,1257.5,134.1,99.8,223.3,1093.9,1257.5,134.1,99.8,82,No
12970,5000,F,1,Casado,34,0,0,0,0,2,0,4913.5,4920.9,3637.2,3030.5,2974.2,3055.6,197.1,200,334.2,0,140,100,No
12971,28000,F,2,Casado,44,0,0,0,0,0,0,28670.6,27224.3,20374.4,20352,20787.8,21181.2,1048,804.1,720,750,709.3,570.2,No
12972,24000,F,1,Soltero,29,-1,-1,-1,-1,-1,-1,5.9,54.8,20.8,0,4.4,1.9,54.8,20.8,0,4.4,0,64.3,Si
12973,3000,F,2,Casado,27,2,2,2,2,0,0,1919.3,2008.4,2046,1983.6,2026.6,2156.8,150,100,0,90,180,90,Si
12974,25000,M,1,Soltero,29,-1,-1,-1,-1,-1,-1,52,204.7,115.5,358.2,58,139.8,204.7,115.5,358.2,58,139.8,166,No
12975,15000,F,1,Otros,55,-1,-1,-1,-1,-1,2,28,28,75.9,75.4,48,16.5,28,75.9,75.4,48,0,123.5,No
12976,6000,F,2,Soltero,23,0,0,0,0,0,0,2840.6,2878.1,2921.9,2903.6,2949.3,2977.6,179,176,120,150,136.7,100,No
12977,5000,M,2,Casado,35,1,-1,-1,-1,-2,-2,0,111.8,66.7,0,0,0,111.8,67.3,0,0,0,0,No
12978,16000,M,2,Casado,33,0,0,0,0,2,0,10229.2,10553.6,11039,12235.8,12071.4,12414.5,450,620,1500,0,500,380,No
12979,10000,M,2,Casado,44,0,0,2,0,0,-1,1111.9,1237.6,441.9,294.6,147.3,323,300,0,0,0,323,0,No
12980,7000,M,1,Soltero,31,0,0,0,2,0,0,6727,6780.7,7041,6824.8,4791,4882,340,460.2,6.3,180,173.1,170.2,No
12981,20000,F,2,Soltero,35,-1,-1,-1,-1,-2,-2,170.9,240,67.5,0,0,0,240,67.5,0,0,0,0,No
12982,50000,F,1,Soltero,51,-1,-1,-1,-1,-1,-1,18.7,36.9,53.5,-1.3,2080.7,2089.7,37,53.7,0,2091.1,2100.1,8.8,No
12983,18000,F,1,Soltero,28,1,2,2,0,0,0,377.5,557,472.2,864.3,778.3,1239.8,200.5,3.1,500,100,500,500,No
12984,3000,M,1,Soltero,31,0,0,0,0,0,0,2839.8,1855,1319.8,1322.2,1462,1737.6,208.1,119.6,100,200,300,500,No
12985,36000,M,1,Casado,51,0,0,0,0,0,0,35320,33759.3,34152.8,35094.9,35586.9,21098.9,1380.6,1230.3,1500.5,1372.9,770,800,No
12986,15000,M,1,Soltero,36,0,0,0,0,0,0,9571.6,9618.1,9993.3,10227.8,10471,10714.8,322.6,495.9,500,279,508.3,0,No
12987,8000,M,2,Soltero,26,2,0,0,0,0,0,8126.8,7831.1,7991.5,8137.1,7991.6,7922.7,345,350.8,340.5,335.9,310.8,340,Si
12988,15000,F,1,Soltero,25,0,0,0,-1,-1,-2,2548.4,2672.6,2781,17.2,0,0,172.6,181,17.2,0,0,0,No
12989,23000,M,2,Casado,50,-2,-2,-2,-2,-2,-2,2157,470,0,0,0,0,470,0,0,0,0,0,No
12990,10000,F,2,Soltero,36,-1,-1,-2,-2,-2,-2,1489.1,-70.9,-181.3,-201.1,175.1,223.8,0,0,0,398.9,94.6,15.4,No
12991,6000,F,3,Casado,36,1,2,2,2,0,0,5728.5,6111.8,6194.7,6035.3,498,216,533.6,255,1.6,0,0,0,Si
12992,5000,M,1,Soltero,23,0,0,0,0,0,0,2977.2,1751.5,1048.3,469.7,479.3,489.1,122.9,100,9.4,9.6,9.8,233,No
12993,2000,M,2,Soltero,22,3,2,2,2,0,0,1255.3,1455.1,1501.6,1448,1509.3,1707.7,250,100,0,100,240,0,Si
12994,29000,F,1,Soltero,30,-1,-1,-1,-1,-1,-1,56,46.3,10,0,10,0,46.3,10,0,10,0,0,No
12995,11000,M,1,Soltero,29,0,0,0,0,0,0,10924.1,10983.3,10877.8,7469.2,7791.2,4926.4,520.9,300.9,149.4,322,200.4,7267.7,No
12996,5000,F,2,Soltero,22,0,0,0,0,0,0,2245.8,2257.1,2230.9,2231.5,2293.4,2324.3,151.3,150,100,97.8,83.9,180,No
12997,23000,F,2,Casado,43,2,2,2,0,0,0,22281.9,23226.4,22705.4,19635.6,19952.5,20183.6,1430,15.8,710,740,750,782,Si
12998,5000,M,2,Soltero,30,2,2,2,2,2,-2,20,20,20,20,-20,0,0,0,0,0,20,0,Si
12999,15000,F,2,Soltero,26,0,0,-1,-1,-2,-1,918.9,435.9,488,0,0,225,200,488,0,0,225,0,No
13000,2000,M,2,Casado,40,-1,-1,-1,-1,-1,-1,83.6,83.6,39,39,39,39,83.6,39,39,39,39,3050,Si
13001,9000,F,3,Casado,45,1,2,0,0,0,0,8376,8013.6,7682.3,4700.8,3235.8,3331.8,0,336.5,205.1,120,150,150,Si
13002,6000,F,1,Soltero,26,-2,-2,-2,-2,-2,-2,0,-10.8,-21.6,-32.4,-43.2,-54,10.8,10.8,10.8,10.8,10.8,0,No
13003,8000,M,1,Soltero,26,0,0,0,0,0,0,6722.9,2477.2,2000,2000,2000,0,208.9,600,20,0,0,0,No
13004,28000,M,2,Casado,25,-1,-1,0,0,0,0,386.3,8460.1,6776.5,6362.8,6086,6031.6,8929.5,219.2,189.9,167.3,212.5,151.1,No
13005,23000,F,1,Casado,36,-2,-2,-2,-2,-2,-2,324,0,0,0,0,0,0,0,0,0,0,0,No
13006,10000,F,3,Soltero,58,0,0,0,0,0,0,4338.6,4468.6,4563.4,4657.6,4751.9,5140.4,200,200,200,200,500,3000,No
13007,8000,F,1,Soltero,24,-1,-1,-1,-1,-1,-1,39,106.3,39,74.1,39,76.5,106.3,39,74.1,39,76.5,39,No
13008,6000,F,2,Casado,41,0,0,0,0,0,0,6025.5,5837.4,4844.2,5344.4,2770.5,2829.1,200,250,100,240,120,200,No
13009,7000,M,2,Casado,35,0,0,0,0,0,0,7048,6664.6,6964.1,4645.8,5067.9,5006.1,323.7,493.8,169.3,500,220,171.8,No
13010,11000,F,2,Casado,49,-2,-2,-2,-2,-2,-2,11567.2,10989.2,6791.2,5099.4,4065.2,578.5,508.5,204.4,202.6,209.7,101.1,4817.9,No
13011,6000,M,2,Soltero,26,-1,-1,2,0,-1,2,139.6,165.3,39.2,50.2,96.2,42.2,170,0,50,100,0,2041.7,No
13012,11000,M,2,Soltero,26,0,0,0,0,0,2,3494.9,3568.6,3708.6,3796.7,4055.1,3974.9,160,200,150,320,0,150,No
13013,12000,M,3,Casado,54,-1,3,2,-1,-1,-1,63.2,63.2,31.6,31.6,31.6,31.6,0,0,31.6,31.6,31.6,31.6,No
13014,28000,F,2,Soltero,43,-1,2,2,-2,-2,-2,417.2,356,-4,-4,816,65.7,0,4,0,820,65.7,0.3,No
13015,5000,F,2,Soltero,23,0,0,0,0,0,0,4759.8,4071.4,3812.4,1989.3,2031.4,1881,255.9,196.9,68.4,71.3,67.2,67,No
13016,2000,F,1,Soltero,22,-1,-1,-1,-1,-1,-1,265.4,0,836.9,43.3,166.9,780,0,836.9,43.3,166.9,780,981.7,No
13017,24000,F,1,Soltero,30,-1,-1,-1,-1,-1,-1,49.8,-0.2,2051.7,0,1142.3,0,0,2051.9,0,1142.3,0,0,No
13018,5000,M,2,Soltero,22,0,0,0,0,0,0,2261.6,2141.5,2076.9,2133.9,1938.2,1857.7,166.8,128.3,85.3,100,75.8,47.5,No
13019,20000,F,2,Soltero,27,0,0,0,0,0,0,6548.9,4141.3,4040,2557,1006,861.9,401.3,268.4,562.5,102,304.4,3977.7,No
13020,32000,M,2,Soltero,28,0,0,0,0,0,-1,1163.9,750.8,559.1,237.1,475.4,493.2,255.2,201.6,0,1.2,503.6,1030.6,No
13021,2000,M,2,Casado,56,3,2,2,2,2,2,1774,1716.6,1914.8,1854.2,2012.2,1940,0,227.3,0,188.2,0,0,Si
13022,5000,M,2,Soltero,44,0,0,0,0,0,0,4750.5,4847.1,4430.1,1905.2,1756.9,1797.6,210,210,80,100,70,81.8,Si
13023,18000,M,2,Casado,41,-1,-1,-1,-1,-1,-1,85.9,181.1,133.5,36.6,181.1,182.8,181.1,133.5,36.6,181.1,182.8,36.6,Si
13024,8000,M,1,Casado,28,0,0,-2,-2,-2,-2,7842.9,0,0,0,0,0,0,0,0,0,0,0,No
13025,24000,F,2,Casado,48,-2,-2,-2,-2,-2,-2,-0.5,-0.5,105.6,-0.4,95,15.8,0,106.1,0,95.4,15.8,179.6,Si
13026,26000,F,2,Soltero,28,-1,-1,-1,-1,-1,-1,50,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,No
13027,8000,F,1,Casado,40,1,-1,-1,-1,-1,-2,0,102.7,127.3,17.4,-15.6,-15.6,205.4,127.3,17.4,0,0,100,No
13028,8000,M,2,Casado,40,0,0,0,0,0,0,6412,6365.6,6302.3,6023.7,6026.3,5918,243.8,300,210,220,240,220,Si
13029,10000,M,2,Casado,47,0,0,2,0,0,2,6653.9,7176.6,6911.1,6428.7,6783.8,6613.5,700,0,250,550,0,300,No
13030,2000,M,2,Casado,64,-1,-1,-1,-1,-1,-1,52.8,0,26.4,26.4,25.5,67.8,0,26.4,26.4,25.5,68.7,0,Si
13031,13000,F,2,Soltero,31,0,0,0,0,0,0,9754.4,9920.8,10294.6,10375,10581.8,9840.1,400,530,370,360,370,350,No
13032,12000,F,2,Casado,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,No
13033,9000,F,2,Casado,35,0,0,0,0,0,0,8468.1,8149.1,8100.3,6876.4,6795.7,6931.3,366.6,391.4,277.4,262,264,300,No
13034,18000,F,2,Soltero,25,-1,-1,-1,-1,-1,-1,323.1,1251.3,-62.8,494,174,39,1500,0,1000,600,600,156.7,No
13035,8000,F,1,Soltero,32,0,0,0,0,0,0,6054.2,6171.5,6058.2,6145.3,6185.8,6110.4,300,210,234.9,220,220,220,No
13036,13000,M,2,Casado,45,-1,-1,-1,-1,-1,-1,39,39,39,39,39,0,39,39,39,39,0,78,Si
13037,23000,F,1,Soltero,26,-1,0,-1,-1,-1,-1,1753.2,1303.3,268.8,268.8,268.8,639.3,1000,268.8,268.8,268.8,639.3,650.4,No
13038,13000,F,1,Soltero,26,-1,-1,-1,-1,-1,-1,359.7,439.8,373.8,139.6,1306.9,128.5,439.8,374.6,139.6,1306.9,128.5,103.4,Si
